NAME;PRED
6VXX_9427;6.92e-05
6VSB_44129608;0.0856367
6M71_543502;0.2616132
6M71_3520;0.9595117
6LU7_8761;0.0
6VSB_11340891;0.0160217
6VSB_123868;0.684496
6VSB_121515;0.0015012
6M71_6436135;0.003471
6LU7_83969;0.0
6M71_891831;0.8819758
6VSB_185915;0.981191
6LU7_5287979;0.0
6VSB_68122;0.8942386
6VXX_2799;0.5106238
6VXX_16758226;0.8963726
6LU7_11824;0.0
6VSB_11171679;0.6015272
6M71_6918881;0.6909178
6M71_3397;0.4008357
6LU7_24851689;0.0
6VXX_60835;0.4036158
6M71_2170;0.6154077
6LU7_44129631;0.0
6VXX_150610;9.45e-05
6LU7_4630909;0.0
6VXX_5158928;0.6593344
6VXX_11984575;0.995226
6LU7_5338;0.0
6VSB_76008;0.8619913
6VSB_213013;0.0826748
6LU7_65064;0.0008269
6VXX_5289547;0.0003988
6LU7_11309850;0.0403446
6VXX_17753774;0.2650841
6VSB_3883;0.141869
6VSB_6323197;0.1166216
6VXX_46937084;0.0
6VXX_28204;4.28e-05
6M71_2333;0.3105261
6VXX_68844;0.3607256
6VSB_12492;0.0304966
6VSB_448006;0.7225338
6VXX_5288209;0.324247
6VXX_71492799;0.1288698
6VSB_23643565;0.9948912
6M71_5463858;0.5153899
6VXX_3086007;0.005181
6VXX_11290116;0.9965533
6VXX_656913;0.9663725
6LU7_6324616;0.0
6VXX_18807;0.3786868
6VSB_5284553;0.0068881
6LU7_9832383;0.0
6VSB_2343;0.1651827
6LU7_445063;5e-07
6VXX_33478;2.3e-06
6VSB_219077;0.9951382
6LU7_176885;0.0353605
6M71_3151;0.9772124
6M71_4113;0.6787874
6LU7_657141;0.0
6LU7_254;0.0762097
6M71_16656685;0.249201
6VSB_16086422;0.7289006
6LU7_10062702;0.0068489
6VXX_9547901;0.6231732
6LU7_16662431;0.0
6VSB_71940;0.179671
6LU7_60657;0.0
6VSB_11511120;0.1271725
6M71_24864082;0.082617
6VSB_40589;0.2800498
6VSB_11840979;0.0532522
6M71_6005;0.7655372
6VXX_5994;0.14487
6VSB_6212;0.1874397
6M71_124246;0.0007459
6VSB_445528;0.0187894
6VXX_137895;0.004713
6M71_445462;0.7110224
6M71_5280489;0.0657775
6VSB_3000715;5.54e-05
6M71_4369425;0.3192819
6VSB_3158;0.8135764
6M71_9543517;0.0454702
6M71_9890801;0.8902466
6LU7_977;0.6565336
6VXX_71771;0.9573031
6VXX_31264;0.0004409
6M71_667476;0.3861734
6M71_5147;0.9385948
6VSB_157919;0.3719254
6LU7_4906;0.0
6VSB_449096;0.999727
6LU7_397;7.2e-06
6VXX_160134;0.1531868
6M71_446090;0.0714989
6VXX_68368;0.0221019
6M71_5479537;4.55e-05
6VSB_3086401;0.9433109
6VSB_2170;0.6419269
6VSB_446429;0.0017719
6VXX_448384;0.9999853
6M71_65249;0.1196767
6LU7_451448;0.0667205
6M71_5289210;0.5414779
6VSB_9865375;0.0012592
6VSB_5870;0.5129384
6LU7_142154;0.5280344
6M71_4212;0.0648475
6LU7_5139;0.012367
6VXX_5288821;0.0814841
6LU7_72075;0.0039799
6VXX_4477;0.4095334
6VSB_71955;0.0735901
6VXX_5287517;0.4098545
6VXX_9820882;0.6677388
6VXX_11660398;0.0560914
6VXX_92109;0.1846647
6M71_533975;0.1011825
6VSB_3657;0.8772485
6VXX_165838;0.0694056
6LU7_853608;1.24e-05
6LU7_3677;0.0453962
6VSB_445707;0.9918804
6M71_4621;0.0633463
6M71_5310967;0.5135982
6LU7_656668;0.0
6VXX_3037234;0.47101
6VSB_6410758;4.85e-05
6VXX_15991546;0.2043403
6VXX_23722944;0.2414006
6VSB_59708;0.7694092
6VSB_3485;0.143249
6M71_21071390;0.1938021
6LU7_39941;0.0
6LU7_5492457;4.7e-06
6LU7_133967;0.0
6M71_9907289;0.4500879
6VSB_105039;0.2805763
6VSB_2312;0.0245522
6LU7_16066663;0.0
6VXX_11462174;0.9993742
6LU7_425841;0.0001566
6M71_656959;1.28e-05
6VXX_5289613;0.488244
6M71_447701;0.9022421
6VXX_9823454;0.9999822
6M71_460612;0.6775386
6VSB_54688400;0.1361114
6VXX_2441;0.2764844
6M71_83887;0.9413558
6M71_16750071;0.3732827
6VXX_25113157;0.8748592
6LU7_4748;0.0
6LU7_448573;0.0
6VSB_24905152;0.0619448
6LU7_446129;0.0
6LU7_447982;0.0
6LU7_24864553;0.0
6VXX_5281081;0.5364166
6LU7_447325;4e-07
6VXX_439035;0.9972012
6LU7_447048;0.0
6VSB_445843;0.9818078
6M71_444390;0.0053338
6M71_77970;0.018271
6VXX_11476460;0.1433658
6VSB_158795;0.0373237
6M71_445999;0.0361309
6LU7_56649450;0.0
6VSB_39187;0.2335107
6VSB_7248;0.0274164
6LU7_491941;0.0
6M71_5288988;0.5979641
6M71_3396;0.9493249
6VSB_5289215;0.568811
6LU7_449094;1.84e-05
6VXX_10062718;0.4216524
6LU7_21743;0.0
6LU7_11955855;0.0
6VXX_9870520;0.7090143
6LU7_71954;1.15e-05
6VXX_4488;0.4322582
6LU7_836853;0.0
6LU7_27934;0.0047659
6VSB_65562;0.0124759
6LU7_7006709;0.5157357
6M71_5839;0.0258802
6LU7_1712019;0.0001208
6VSB_2406;0.3654812
6VSB_15942827;0.0027883
6LU7_68205;0.0
6VXX_6131;0.1566833
6VXX_44129620;0.589727
6LU7_157049;0.0803797
6LU7_449462;0.1845792
6M71_20058;1.29e-05
6VXX_10026;0.5634972
6VSB_5287463;0.6377921
6VXX_10579;0.0884524
6M71_5988;0.0
6LU7_5245;0.0046956
6VXX_22609888;0.1237174
6M71_448828;0.0
6VXX_185679;0.1458605
6LU7_11962412;0.0004901
6VSB_70177;0.0144236
6LU7_71777;0.0
6VSB_90263;0.0
6M71_11660035;0.9991601
6M71_9887712;1e-07
6VSB_17134;0.0361894
6M71_25058141;0.5162286
6VSB_1775;0.9990094
6LU7_3033877;2.98e-05
6VXX_3947;0.857035
6LU7_10394;0.7436024
6VSB_15689;0.7912327
6M71_6446;0.0281331
6M71_5288598;0.9827262
6LU7_16741227;0.0
6M71_15942657;0.8119017
6LU7_6386;0.1634114
6VSB_60490;0.5410467
6M71_448605;0.9962401
6M71_13949633;0.4364078
6VXX_2564;0.5748298
6LU7_4768;8.15e-05
6VSB_94286438;0.0008434
6LU7_448176;0.0
6LU7_4324;0.0
6VXX_8924;0.9750498
6M71_36688246;0.3831969
6LU7_9829526;0.0
6M71_1004;0.6724312
6M71_54732242;0.7189977
6VSB_30323;0.0246602
6VXX_10577938;1e-05
6VXX_80668;0.9541871
6LU7_9852519;0.0
6VSB_2446;0.021322
6VXX_11581936;0.0649807
6M71_445989;0.0124189
6M71_9270;0.0075999
6VSB_23729147;0.9867449
6M71_54556623;0.8324638
6VXX_16122585;0.6982618
6VSB_15897928;0.6739663
6M71_447583;0.242118
6M71_71375225;0.0001469
6LU7_68827;0.0
6VSB_5281224;0.0149753
6M71_77999;0.999813
6VXX_4369380;0.985993
6VSB_5310993;0.0339907
6LU7_248;0.3983786
6M71_9804302;0.0303193
6M71_2608;0.125879
6LU7_702;0.2304247
6VSB_5139;0.7665528
6VXX_64929;0.1734708
6LU7_16049404;0.0
6LU7_38;0.0079993
6VXX_637540;0.3755714
6M71_10114;0.0243191
6M71_1061;0.7468732
6LU7_11840979;0.0
6VXX_178518;0.5162286
6M71_17753927;0.8168423
6M71_53001;0.8505755
6LU7_5530;0.0005602
6LU7_445920;2.8e-06
6VXX_118458;0.8839837
6VSB_2146;0.9279315
6M71_23647652;0.6108688
6VXX_87517;0.6098592
6LU7_736027;0.0
6VXX_6843;1.19e-05
6VXX_6914579;0.5162286
6LU7_3739;0.0
6M71_71636;0.8888074
6LU7_24875313;0.0
6VSB_60172;0.5289437
6M71_60871;6.3e-06
6VXX_11953153;0.7156514
6LU7_26618;0.0
6M71_9863791;0.9986988
6M71_444729;0.9838976
6VXX_46936391;0.4307946
6VXX_3958;0.905939
6VSB_6115;0.8786451
6VXX_448915;0.9987349
6VSB_6852154;0.0574605
6VXX_9547998;0.1511352
6M71_9549217;0.2139623
6VXX_9796181;0.2897576
6VXX_3346;0.0287102
6VSB_5280363;0.0
6M71_164628;0.0578613
6M71_3000541;0.30235
6M71_11779786;0.00743
6M71_2662;0.2004887
6M71_3608;0.0123719
6VXX_69020;0.7758016
6VXX_446165;0.9015985
6VSB_449014;0.8600175
6VXX_30699;0.0002079
6LU7_17753774;0.0
6M71_444528;3.5e-06
6VSB_3406;0.731893
6VSB_50922675;0.0075182
6M71_6228;0.4379628
6VSB_5334;0.0499082
6VSB_4413;0.9699783
6VSB_6132;0.0030299
6VSB_57582353;0.110742
6VXX_53340771;0.8115866
6VSB_955;0.8966458
6LU7_13493;0.0
6LU7_11794741;0.0
6VSB_5179950;0.820649
6LU7_9840777;0.0005469
6LU7_9994066;0.0033832
6VSB_5287516;0.5194382
6VSB_69150;0.4459527
6LU7_5288250;0.0
6M71_447108;0.9953244
6VXX_2280;0.998701
6VSB_1491;0.3801284
6LU7_4842;0.0
6M71_6604413;3.58e-05
6M71_4369103;0.0539205
6VXX_71741;0.0
6LU7_332;0.1090505
6VXX_57449;0.3998177
6M71_444617;0.5665834
6M71_16873;0.4474369
6VXX_16126898;0.0582253
6VXX_21720;0.1840784
6LU7_9882972;0.0
6LU7_155815;0.0
6VXX_6102690;0.7886101
6LU7_158784;0.0
6VXX_24808495;0.735335
6VSB_6995013;0.135844
6VSB_123631;0.1229291
6LU7_71451950;0.0
6VSB_440190;0.5517662
6LU7_10073773;0.0
6VXX_54727985;0.0474508
6M71_134111;0.987672
6LU7_17753872;0.3083745
6VSB_9831652;0.9885769
6VXX_104994;0.4673576
6M71_46937068;0.0391008
6M71_1536;0.0354345
6VSB_447962;0.0007605
6VSB_18377;0.7303904
6LU7_10822243;0.0
6VSB_449026;0.4986412
6VXX_11977989;0.9713169
6LU7_3372;0.0
6M71_7504;0.9579504
6VXX_443201;0.0222459
6VXX_1289593;0.689887
6VSB_24989044;0.8855796
6M71_3672;0.5046968
6VSB_1237170;0.475558
6VSB_644111;0.3176856
6VXX_219104;0.0169275
6VSB_1415427;0.8807212
6M71_6436219;1.4e-06
6LU7_8629;0.0
6LU7_443872;0.0
6M71_6090;0.5138497
6VXX_9842127;0.0996484
6LU7_46937074;8.67e-05
6LU7_10096344;0.0
6LU7_60795;0.0
6M71_6919051;0.0729849
6VSB_24941253;0.0159262
6VSB_2281;0.988617
6M71_432824;0.3048589
6VSB_18465;0.0138158
6VSB_1521;0.9973424
6M71_5282138;0.1627036
6LU7_16750123;0.0
6LU7_28688;0.0
6LU7_104842;0.0
6VSB_447018;0.0374763
6VSB_2605;0.6693102
6LU7_3057996;0.0
6M71_54369;0.7854492
6M71_6407;0.1077042
6VXX_10836;0.423313
6M71_3168;0.9986624
6LU7_445888;0.0
6VSB_445008;0.5297264
6VXX_3082729;0.4697891
6VSB_15081829;0.426842
6VSB_2882;0.0001312
6M71_441478;0.0414543
6M71_6971044;0.6721164
6VXX_2249;0.4357038
6LU7_3306;0.0073883
6M71_71105;0.089532
6VSB_447958;0.034127
6LU7_445319;0.1400073
6VSB_447873;0.082155
6VSB_10411846;0.0052523
6LU7_5329099;0.0
6M71_449094;0.6101514
6VXX_9584;0.5211828
6LU7_31833;0.4692835
6VXX_2776424;0.8096196
6M71_12492;0.7869422
6M71_4369384;0.9957317
6LU7_7167925;0.0
6M71_34312;0.9818486
6LU7_6436061;0.0
6LU7_22692237;1e-07
6VXX_52949124;0.0424952
6VXX_3465283;0.9435173
6LU7_56599306;0.0
6M71_11601669;0.0516852
6VXX_9419;0.9724236
6VXX_5289570;3.03e-05
6LU7_5288230;1e-07
6LU7_24996872;0.0
6VSB_3137930;0.511009
6VXX_446429;0.0038116
6M71_24851688;0.9915633
6LU7_25011730;0.0
6LU7_4472;0.5182811
6M71_448403;0.5457322
6VSB_5311181;0.0047201
6M71_151118;0.0830611
6LU7_5288709;0.0
6VSB_6971307;0.5463957
6VSB_3354;0.9547763
6M71_289;0.7706123
6VXX_447236;0.0276601
6LU7_5287781;0.0008734
6M71_65632;0.4183398
6VSB_16351;0.9453407
6LU7_3463;0.0
6VSB_448651;0.8975041
6M71_5326928;0.9995934
6LU7_3047788;1.6e-06
6VXX_24860533;0.2984164
6M71_65592;0.0010482
6M71_5288641;0.8501522
6M71_2765355;0.2514588
6LU7_4967;2.7e-06
6VSB_5362116;0.7411955
6VSB_76957773;0.0007323
6VXX_10964;0.7353262
6LU7_8150;3.12e-05
6VSB_21102;0.0308689
6VXX_8076;0.3000893
6VSB_446240;0.4269274
6M71_5282219;0.0616082
6LU7_16007088;0.0
6VXX_44112;0.0896179
6VSB_6857686;0.7451269
6VXX_3037705;3.8e-06
6VXX_657043;0.0
6VSB_24894158;0.9748854
6VSB_10180;0.285556
6LU7_57519748;0.0
6M71_11633038;0.1022684
6VXX_16850;0.5197087
6VSB_23644580;0.9790633
6LU7_10240;9e-07
6VSB_446355;0.1886941
6LU7_39562;0.1700992
6VSB_94280;0.5974909
6LU7_3340355;0.1491929
6LU7_23009;0.0188008
6LU7_439326;0.0
6VSB_11820;0.6403415
6VXX_9852981;0.0
6VXX_656580;0.0038131
6LU7_82313;8.2e-05
6VSB_1944;0.6997966
6VXX_598;0.4501342
6M71_644019;0.2201047
6VXX_21078798;0.2393131
6M71_6917951;0.0788586
6VXX_11987846;0.9229503
6M71_5287737;1.1e-06
6LU7_1329;0.0
6VXX_10913;0.9999968
6VSB_5328120;0.0945796
6VXX_62380;0.9073635
6VXX_9892540;0.9535924
6VSB_25113615;0.9976268
6LU7_23581869;0.0
6LU7_941651;4.52e-05
6M71_4112111;0.8650922
6VXX_105039;0.0688054
6M71_16630;0.7488598
6VSB_1800;0.8280244
6VXX_5287900;5e-07
6VXX_3137930;0.8814431
6VSB_57418154;0.6710906
6VSB_5312830;0.3880752
6VSB_445063;7.17e-05
6VXX_292661;0.8280924
6LU7_131536;0.0
6M71_447278;8e-07
6M71_6918852;0.0266138
6VXX_4469807;0.6963276
6VXX_4471188;0.8380976
6M71_121596705;0.0233954
6M71_26175;0.458958
6VSB_6802;0.6249917
6VSB_92879;0.2853261
6LU7_3333;0.0
6M71_4837;0.9197487
6M71_11483754;0.9131299
6VSB_5803;0.8569402
6LU7_476861;0.0
6VXX_77982;0.0018751
6LU7_161647;0.0003424
6VXX_447406;0.0001214
6VXX_18283;0.7285053
6VXX_445037;0.0020825
6M71_5351387;0.1130998
6M71_4257;0.9261279
6VXX_24905152;0.0445617
6VSB_46936633;0.0280591
6M71_43594;0.0024881
6M71_7151;0.487143
6LU7_3518;2e-05
6LU7_65492;1.5e-06
6M71_32681;1e-07
6VXX_65589;0.2327906
6M71_445723;0.0063776
6VXX_5881;0.0008472
6M71_49843517;0.053854
6M71_4149241;0.9397737
6LU7_441404;0.0
6VSB_11282283;0.3002982
6M71_57339445;0.6030912
6M71_185679;0.0636894
6LU7_160617;0.0189944
6VXX_9842606;0.1623361
6LU7_444825;4e-05
6LU7_5288557;5e-07
6VXX_5288123;0.0014569
6M71_7211;1.39e-05
6VXX_2446;0.276082
6VXX_969516;0.1859178
6LU7_134019;5.59e-05
6VSB_2474;0.001498
6M71_71457955;0.9436389
6M71_16662431;0.6045152
6VXX_9815689;0.0029079
6LU7_10067695;4.35e-05
6M71_50902259;0.0314779
6VXX_5217;0.0041135
6M71_6857711;1.1e-06
6LU7_128882;0.0017324
6LU7_100773;4.06e-05
6LU7_46937158;0.0
6LU7_17753990;0.1379362
6LU7_2883;0.0
6M71_657081;0.3534586
6VXX_10311306;0.2897744
6VXX_3658;0.4408256
6M71_5315892;0.7087008
6M71_53297462;3e-07
6VXX_2453;0.1640457
6VXX_17754119;0.020538
6VXX_448513;0.6796028
6LU7_101798;0.0
6M71_11575;0.8698925
6VSB_439509;0.0106401
6LU7_447359;0.0
6VSB_166558;0.0004659
6VSB_44237094;0.0446632
6VSB_941361;0.9557995
6VSB_5287540;0.9894243
6M71_450268;0.9880351
6M71_445615;0.199745
6M71_123628;0.0
6VSB_10361208;0.1749714
6VXX_9889366;0.0870447
6VXX_16259;0.9686563
6VXX_2723;0.0047462
6M71_439524;0.3912699
6LU7_99288;1.39e-05
6VSB_6915836;0.4367125
6VXX_1941;0.2453774
6LU7_9913881;0.0
6VXX_2569;0.7004426
6LU7_446165;0.0
6LU7_447029;0.398187
6VSB_9889200;0.9986852
6VXX_4369432;0.0567683
6LU7_588;0.1248178
6M71_16122567;0.3225374
6VSB_2993;0.926064
6VSB_10052040;0.458999
6LU7_34474;0.0023404
6LU7_657038;1.7e-06
6LU7_4642;0.0
6VSB_19910;0.5953385
6VXX_1509;0.9994886
6LU7_3366;0.0102538
6VSB_9571062;0.40595
6VSB_10029385;0.9909158
6LU7_101360807;0.0
6VXX_7232;0.4297729
6LU7_8285;0.0
6M71_44141864;0.9673391
6M71_5119267;0.144232
6VXX_445109;0.5150412
6VSB_25093369;0.9845527
6VSB_440717;0.5366734
6LU7_448657;0.0
6M71_46937102;0.0146839
6VXX_25273623;0.5997226
6M71_10918;0.4177854
6LU7_5171;0.0
6VSB_4472;0.3905413
6VSB_1150567;0.9901518
6M71_444475;0.6037383
6VXX_24779674;0.3230626
6VSB_54260;0.0232864
6VSB_6102821;0.2615957
6VSB_5794;1e-07
6VXX_657140;0.8048399
6LU7_64995;0.0
6LU7_4934;0.0
6VXX_441404;0.3909005
6VXX_17754111;0.3933393
6VXX_162834;0.9784604
6LU7_4775;0.1242621
6LU7_9287;0.0
6M71_57398987;0.0851941
6LU7_5289159;0.0
6VXX_51;0.783734
6M71_448651;0.790919
6VSB_448582;0.6283824
6VSB_65249;0.0132726
6VSB_447462;0.0
6M71_441457;0.2846311
6M71_23722944;0.2554092
6VXX_2406;0.2299169
6VXX_60877;0.845792
6M71_12594;0.0003576
6VXX_4369579;0.9504764
6M71_9675990;0.9996642
6VXX_5289290;0.6775738
6VXX_68671;0.0955599
6VSB_154234;0.6945523
6VSB_5311053;1.4e-06
6VXX_6420149;0.4044205
6VXX_54767229;0.7006283
6M71_176167;0.9939995
6VSB_443894;0.1470383
6M71_17754104;0.8980641
6M71_5742673;8.4e-05
6VXX_5289090;0.0890587
6VXX_4848;0.9999999
6M71_5574;0.447713
6VSB_92141;1.96e-05
6LU7_636403;0.0
6M71_11370864;0.0029006
6VSB_9907323;0.9967676
6VXX_11441375;0.8920549
6VXX_25246035;0.3190858
6VSB_440005;0.8995062
6M71_187764;0.0204373
6VXX_2471;0.1412746
6VXX_3169;0.5677525
6VSB_444025;0.0001039
6VSB_7048523;0.4672777
6VSB_2809;0.9927477
6VSB_24864553;0.0459601
6LU7_969472;0.0
6VSB_65702;0.369062
6LU7_444456;7e-07
6VXX_19826721;0.4084978
6M71_17753823;0.8478133
6M71_15604015;0.2200287
6M71_46937079;0.4626325
6VXX_5143;0.9296955
6VXX_5494440;0.9985679
6VXX_11248490;0.0751333
6LU7_9852981;0.0
6LU7_448238;0.1021739
6LU7_449547;5e-07
6M71_9543528;0.3334215
6VXX_82146;0.844346
6VSB_28876;0.330966
6VXX_564920;0.8313938
6LU7_11840992;4e-07
6LU7_15950376;0.0
6VXX_1836;0.9996848
6M71_71345;0.963829
6VXX_9547959;0.7031912
6VSB_6918502;0.0344955
6M71_2803;0.4584764
6VSB_2898;0.4760345
6LU7_10239;2.9e-06
6VSB_46936435;0.0088621
6VXX_5328940;0.5089349
6LU7_24178121;0.0
6VXX_156419;0.5879864
6M71_25113181;0.9121403
6VXX_24864077;0.0537249
6VXX_9547919;0.5247426
6VSB_92109;0.0030556
6M71_50981;0.4987434
6M71_131624;0.0946572
6LU7_253602;0.0
6LU7_11779786;0.0
6VSB_9867642;0.9878516
6VSB_5288606;0.8634946
6VSB_23652731;0.033751
6LU7_9862773;0.0001732
6VSB_447213;0.8720841
6LU7_4601;0.0
6LU7_854498;0.0
6M71_448934;0.0003939
6LU7_92105;0.0387968
6LU7_3001386;0.0
6VXX_84682;0.2626701
6VXX_9821178;0.0179916
6LU7_9849616;0.0
6M71_444861;0.0549798
6M71_7057884;0.8723843
6LU7_2803;0.0
6LU7_441123;5.98e-05
6M71_2766552;0.0049608
6M71_24741806;0.9882607
6M71_2966;0.9583877
6VSB_5312804;0.3905575
6VXX_50915138;0.9857855
6LU7_6324617;0.0
6VSB_162955;0.0023574
6M71_57413968;0.4950868
6VXX_30668;0.1159952
6VSB_449137;0.2458222
6M71_3689;0.8793699
6VXX_235905;0.0001001
6VXX_17754108;0.9708918
6VSB_60652;0.2327112
6VXX_10444661;0.2369952
6VXX_58185197;3.39e-05
6M71_68780;0.5162286
6LU7_9896434;0.0
6VXX_8367;0.6723652
6LU7_162056;0.0
6VXX_68310;0.6519779
6M71_11282283;0.1316937
6VSB_448088;0.000267
6LU7_5288018;0.0
6VSB_220535;0.7650116
6VXX_25150855;0.2812054
6VSB_71857;0.318371
6M71_54684141;0.0261976
6VSB_6093;0.551059
6M71_304271;0.1825217
6VSB_5311454;0.2103344
6VSB_38668;0.0450563
6VSB_29435;0.15118
6VSB_50942;0.0001762
6VXX_446641;0.8851506
